device,ipFlow,uniqueIps,subnetIps,externalIps,ipVariance,length_0,entropy_0,TCP_0,UDP_0,HTTPS_0,hdrLen_0,commonSrc_0,commonDst_0,HTTP_0,IPv6_0,ICMP_0,DHCP_0,length_1,entropy_1,TCP_1,UDP_1,HTTPS_1,hdrLen_1,commonSrc_1,commonDst_1,HTTP_1,IPv6_1,ICMP_1,DHCP_1,length_2,entropy_2,TCP_2,UDP_2,HTTPS_2,hdrLen_2,commonSrc_2,commonDst_2,HTTP_2,IPv6_2,ICMP_2,DHCP_2,length_3,entropy_3,TCP_3,UDP_3,HTTPS_3,hdrLen_3,commonSrc_3,commonDst_3,HTTP_3,IPv6_3,ICMP_3,DHCP_3,length_4,entropy_4,TCP_4,UDP_4,HTTPS_4,hdrLen_4,commonSrc_4,commonDst_4,HTTP_4,IPv6_4,ICMP_4,DHCP_4,length_5,entropy_5,TCP_5,UDP_5,HTTPS_5,hdrLen_5,commonSrc_5,commonDst_5,HTTP_5,IPv6_5,ICMP_5,DHCP_5,length_6,entropy_6,TCP_6,UDP_6,HTTPS_6,hdrLen_6,commonSrc_6,commonDst_6,HTTP_6,IPv6_6,ICMP_6,DHCP_6
Amazon,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0,0.0,1,0,1,20,1,0,0,0,0,0,833,-3.5806262957060646,1,0,1,20,0,1,0,0,0,0,353,-3.5542924279637407,1,0,1,20,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,833,-3.5750726156705763,1,0,1,20,0,1,0,0,0,0,353,-3.57166920900356,1,0,1,20,0,1,0,0,0,0
Amazon,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0,0.0,1,0,1,20,1,0,0,0,0,0,0,0.0,1,0,1,20,1,0,0,0,0,0,833,-3.576459410996447,1,0,1,20,0,1,0,0,0,0,4379.0,-3.583740996163277,1.0,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,1646.0,-3.5796493937877623,1.0,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,20,0,1,0,0,0,0,353,-3.554746675511995,1,0,1,20,0,1,0,0,0,0
Amazon,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,1184,-3.577466045426352,1,0,1,20,1,0,0,0,0,0,131,-3.516921976649321,1,0,1,20,1,0,0,0,0,0,113,-3.465908748496165,1,0,1,20,1,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,833.0,-3.5756166977414376,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,353,-3.570731657646259,1,0,1,20,0,1,0,0,0,0,0,0.0,1,0,1,20,1,0,0,0,0,0
Amazon,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,833,-3.580362134393064,1,0,1,20,0,1,0,0,0,0,353,-3.564496612224571,1,0,1,20,0,1,0,0,0,0,0,0.0,1,0,1,20,1,0,0,0,0,0,833.0,-3.5720435034795734,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,911.0,-3.5765545078143735,1.0,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,353,-3.5568417180900735,1,0,1,20,0,1,0,0,0,0,245,-3.558591862897641,1,0,1,20,0,1,0,0,0,0
Amazon,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,113,-3.556277197746285,1,0,1,20,0,1,0,0,0,0,1754,-3.579735495399441,1,0,1,20,1,0,0,0,0,0,0,0.0,1,0,1,20,1,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,4379,-3.582589136522014,1,0,1,20,1,0,0,0,0,0,4379,-3.583582849975376,1,0,1,20,1,0,0,0,0,0
Amazon,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,3848,-3.5807371286510157,1,0,1,20,1,0,0,0,0,0,0,0.0,1,0,1,20,0,1,0,0,0,0,0,0.0,1,0,1,20,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,446.0,-3.5776033368781013,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,407,-3.5679015886262,1,0,1,20,0,1,0,0,0,0,4379,-3.584242739621519,1,0,1,20,0,1,0,0,0,0
Amazon,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,4106,-3.582877258832762,1,0,1,20,0,1,0,0,0,0,245,-3.562650054419953,1,0,1,20,0,1,0,0,0,0,113,-3.5117132374026494,1,0,1,20,0,1,0,0,0,0,1034.0,-3.5773049569973363,1.0,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,20,1,0,0,0,0,0,0,0.0,1,0,1,20,1,0,0,0,0,0
Amazon,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0,0.0,1,0,1,20,1,0,0,0,0,0,131,-3.5296036833085767,1,0,1,20,1,0,0,0,0,0,113,-3.5294123524468968,1,0,1,20,1,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,131,-3.5410746745225175,1,0,1,20,1,0,0,0,0,0,113,-3.536810552257615,1,0,1,20,1,0,0,0,0,0
Amazon,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0,0.0,1,0,1,20,0,1,0,0,0,0,0,0.0,1,0,1,20,0,1,0,0,0,0,443,-3.5390044389430133,1,0,1,20,0,1,0,0,0,0,407.0,-3.5767895265507934,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,4379.0,-3.5836928386919245,1.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.0,4100,-3.5836050873713257,1,0,1,20,0,1,0,0,0,0,245,-3.5561538811909377,1,0,1,20,0,1,0,0,0,0
Amazon,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,113,-3.548713012150946,1,0,1,20,0,1,0,0,0,0,0,0.0,1,0,1,20,1,0,0,0,0,0,0,0.0,1,0,1,20,1,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,131.0,-3.4631927477256688,1.0,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,113,-3.513685082770117,1,0,1,20,1,0,0,0,0,0,0,0.0,1,0,1,20,0,1,0,0,0,0
WiFi,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.2857142857142857,3.857142857142857,80,-2.579958794426632,0,1,0,35,0,0,0,0,0,0,968,-2.0978939676459483,0,1,0,331,1,1,0,0,0,0,122,-2.7903663951929545,0,1,0,49,0,1,0,0,0,0,122.0,-2.8422128624843968,0.0,1.0,0.0,49,0.0,1.0,0.0,0.0,0.0,0.0,416.0,-2.9671632582405154,0.0,1.0,0.0,147,1.0,0.0,0.0,0.0,0.0,0.0,539,-3.038479774949827,0,1,0,188,1,0,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0
WiFi,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.42857142857142855,3.857142857142857,80,-2.579958794426632,0,1,0,35,0,0,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,65,-2.0858293170405005,0,1,0,30,0,0,0,0,0,0,65.0,-2.2247585253981947,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,0.0,1.0,1.0,0.0,0.0,0.0,80,-2.630094401109085,0,1,0,35,0,0,0,0,0,0,65,-2.2247585253981947,0,1,0,30,0,0,0,0,0,0
WiFi,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.2857142857142857,2.952380952380952,65,-2.0858293170405005,0,1,0,30,0,0,0,0,0,0,80,-2.630094401109085,0,1,0,35,0,0,0,0,0,0,65,-2.1781370093481924,0,1,0,30,0,0,0,0,0,0,65.0,-2.2439141022879876,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,80.0,-2.5549587944266317,0.0,1.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,32,0,1,0,0,0,0,65,-2.1781370093481924,0,1,0,30,0,0,0,0,0,0
WiFi,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,65,-2.2439141022879876,0,1,0,30,0,0,0,0,0,0,80,-2.5549587944266317,0,1,0,35,0,0,0,0,0,0,65,-2.128212201689169,0,1,0,30,0,0,0,0,0,0,65.0,-2.2439141022879876,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,65.0,-2.128212201689169,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,65,-2.2746833330572183,0,1,0,30,0,0,0,0,0,0,65,-2.128212201689169,0,1,0,30,0,0,0,0,0,0
WiFi,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,3.0,65,-2.2439141022879876,0,1,0,30,0,0,0,0,0,0,65,-2.128212201689169,0,1,0,30,0,0,0,0,0,0,65,-2.2746833330572183,0,1,0,30,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,32,0.0,1.0,1.0,0.0,0.0,0.0,80.0,-2.6221952205372183,0.0,1.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,203,-2.8636469324220357,0,1,0,76,1,1,0,0,0,0,203,-2.865855705898423,0,1,0,76,1,1,0,0,0,0
WiFi,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.42857142857142855,4.114285714285714,203,-2.859457685246303,0,1,0,76,1,1,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0,80.0,-2.6221952205372183,0.0,1.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,203.0,-2.859457685246303,0.0,1.0,0.0,76,1.0,1.0,0.0,0.0,0.0,0.0,203,-2.865855705898423,0,1,0,76,1,1,0,0,0,0,203,-2.8636469324220357,0,1,0,76,1,1,0,0,0,0
WiFi,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.2857142857142857,3.5428571428571423,125,-2.882647184718668,0,1,0,50,0,1,0,0,0,0,542,-3.0287966532751107,0,1,0,189,1,0,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,203.0,-2.8636469324220357,0.0,1.0,0.0,76,1.0,1.0,0.0,0.0,0.0,0.0,203,-2.865855705898423,0,1,0,76,1,1,0,0,0,0,203,-2.859457685246303,0,1,0,76,1,1,0,0,0,0
WiFi,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,1.238095238095238,149,-2.5424822517435617,0,1,0,58,1,1,0,0,0,0,65,-2.135754124699524,0,1,0,30,0,0,0,0,0,0,65,-2.1591483329906502,0,1,0,30,0,0,0,0,0,0,149.0,-2.5640922748374706,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,65.0,-2.1781370093481924,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,65,-2.1883811719120367,0,1,0,30,0,0,0,0,0,0,149,-2.5640922748374706,0,1,0,58,1,1,0,0,0,0
WiFi,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,1.238095238095238,65,-2.0309003707729234,0,1,0,30,0,0,0,0,0,0,65,-2.2439141022879876,0,1,0,30,0,0,0,0,0,0,203,-2.851528421825432,0,1,0,76,1,1,0,0,0,0,203.0,-2.865855705898423,0.0,1.0,0.0,76,1.0,1.0,0.0,0.0,0.0,0.0,203.0,-2.8636469324220357,0.0,1.0,0.0,76,1.0,1.0,0.0,0.0,0.0,0.0,65,-2.1591483329906502,0,1,0,30,0,0,0,0,0,0,65,-2.135754124699524,0,1,0,30,0,0,0,0,0,0
WiFi,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,3.0,65,-2.1883811719120367,0,1,0,30,0,0,0,0,0,0,65,-2.1781370093481924,0,1,0,30,0,0,0,0,0,0,65,-2.2439141022879876,0,1,0,30,0,0,0,0,0,0,65.0,-2.0309003707729234,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,521.0,-3.31401409951957,0.0,1.0,0.0,182,0.0,0.0,0.0,0.0,0.0,0.0,149,-2.5424822517435617,0,1,0,58,1,1,0,0,0,0,149,-2.5640922748374706,0,1,0,58,1,1,0,0,0,0
WiFi,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.2857142857142857,2.4285714285714284,149,-2.5640922748374706,0,1,0,58,1,1,0,0,0,0,149,-2.5858715533464407,0,1,0,58,1,1,0,0,0,0,65,-2.1357541246995235,0,1,0,30,0,0,0,0,0,0,65.0,-2.2439141022879876,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,32,0,1,0,0,0,0,149,-2.5424822517435617,0,1,0,58,1,1,0,0,0,0
WiFi,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,1.238095238095238,65,-2.2439141022879876,0,1,0,30,0,0,0,0,0,0,65,-2.1357541246995235,0,1,0,30,0,0,0,0,0,0,149,-2.5724487345544946,0,1,0,58,1,1,0,0,0,0,65.0,-2.0802211943235727,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,65.0,-2.1268427103735754,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,149,-2.5640922748374706,0,1,0,58,1,1,0,0,0,0,149,-2.5640922748374706,0,1,0,58,1,1,0,0,0,0
WiFi,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,1.238095238095238,149,-2.7550419773996437,0,1,0,58,1,1,0,0,0,0,74,-2.360874286481185,0,1,0,33,0,0,0,0,0,0,74,-2.5824907841862665,0,1,0,33,0,0,0,0,0,0,149.0,-2.805940023879335,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,149.0,-2.7424028995208634,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,98,-2.5763004758803074,0,1,0,41,0,0,0,0,0,0,92,-2.5818056831311553,0,1,0,39,0,0,0,0,0,0
WiFi,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.42857142857142855,4.114285714285714,98,-2.636353042365241,0,1,0,41,0,0,0,0,0,0,92,-2.591155502588567,0,1,0,39,0,0,0,0,0,0,521,-3.31401409951957,0,1,0,182,0,0,0,0,0,0,149.0,-2.5858715533464407,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,65,-2.1268427103735754,0,1,0,30,0,0,0,0,0,0,65,-2.0802211943235727,0,1,0,30,0,0,0,0,0,0
WiFi,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.2857142857142857,2.952380952380952,92,-2.591155502588567,0,1,0,39,0,0,0,0,0,0,92,-2.5818056831311553,0,1,0,39,0,0,0,0,0,0,98,-2.636353042365241,0,1,0,41,0,0,0,0,0,0,74.0,-2.5824907841862665,0.0,1.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,98.0,-2.5763004758803074,0.0,1.0,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,74,-2.360874286481185,0,1,0,33,0,0,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0
WiFi,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.2857142857142857,3.857142857142857,149,-2.5724487345544946,0,1,0,58,1,1,0,0,0,0,149,-2.7424028995208634,0,1,0,58,1,1,0,0,0,0,149,-2.805940023879335,0,1,0,58,1,1,0,0,0,0,149.0,-2.7550419773996437,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,149,-2.5858715533464407,0,1,0,58,1,1,0,0,0,0,521,-3.31401409951957,0,1,0,182,0,0,0,0,0,0
WiFi,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,3.0,0,0.0,1,0,0,32,0,1,1,0,0,0,149,-2.5724487345544946,0,1,0,58,1,1,0,0,0,0,149,-2.7550419773996437,0,1,0,58,1,1,0,0,0,0,149.0,-2.805940023879335,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,149.0,-2.7424028995208634,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,119,-2.669331511052186,0,1,0,48,0,0,0,0,0,0,119,-2.669331511052186,0,1,0,48,0,0,0,0,0,0
WiFi,0.2857142857142857,0.8571428571428571,0.14285714285714285,0.7142857142857143,3.904761904761904,521,-3.31401409951957,0,1,0,182,0,0,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,119,-2.669331511052186,0,1,0,48,0,0,0,0,0,0,119,-2.669331511052186,0,1,0,48,0,0,0,0,0,0
WiFi,0.2857142857142857,1.0,0.14285714285714285,0.8571428571428571,4.285714285714286,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,119,-2.669331511052186,0,1,0,48,0,0,0,0,0,0,119,-2.669331511052186,0,1,0,48,0,0,0,0,0,0
WiFi,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,1.238095238095238,149,-2.572448734554494,0,1,0,58,1,1,0,0,0,0,65,-1.9753674403969725,0,1,0,30,0,0,0,0,0,0,65,-2.169225595022244,0,1,0,30,0,0,0,0,0,0,65.0,-1.9753674403969725,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,65.0,-2.169225595022244,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,149,-2.572448734554494,0,1,0,58,1,1,0,0,0,0,149,-2.572448734554494,0,1,0,58,1,1,0,0,0,0
WiFi,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,3.0,0,0.0,1,0,1,32,0,1,0,0,0,0,149,-2.5858715533464407,0,1,0,58,1,1,0,0,0,0,149,-2.5858715533464407,0,1,0,58,1,1,0,0,0,0,65.0,-2.030900370772924,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,65.0,-2.116598547809731,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,65,-2.193989294628964,0,1,0,30,0,0,0,0,0,0,65,-2.1883811719120367,0,1,0,30,0,0,0,0,0,0
WiFi,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,3.0,0,0.0,1,0,1,32,0,1,0,0,0,0,65,-2.1883811719120367,0,1,0,30,0,0,0,0,0,0,65,-2.193989294628964,0,1,0,30,0,0,0,0,0,0,65.0,-2.116598547809731,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,65.0,-2.030900370772924,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,149,-2.5858715533464407,0,1,0,58,1,1,0,0,0,0,149,-2.5858715533464407,0,1,0,58,1,1,0,0,0,0
WiFi,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.5714285714285714,3.904761904761904,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,149.0,-2.5858715533464407,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,149.0,-2.5858715533464407,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0
WiFi,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.5714285714285714,3.904761904761904,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,32,0,1,1,0,0,0,0,0.0,1,0,0,40,0,1,0,0,0,0
WiFi,0.2857142857142857,1.0,0.2857142857142857,0.7142857142857143,4.285714285714286,0,0.0,1,0,0,32,0,1,1,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,32,0,1,1,0,0,0,149,-2.5858715533464407,0,1,0,58,1,1,0,0,0,0
WiFi,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,3.0,65,-2.0802211943235727,0,1,0,30,0,0,0,0,0,0,65,-2.2247585253981947,0,1,0,30,0,0,0,0,0,0,65,-2.0802211943235727,0,1,0,30,0,0,0,0,0,0,65.0,-2.2247585253981947,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,149.0,-2.5858715533464407,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0
WiFi,0.2857142857142857,1.0,0.2857142857142857,0.7142857142857143,4.285714285714286,149,-2.5858715533464407,0,1,0,58,1,1,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0
WiFi,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.5714285714285714,3.904761904761904,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0,95.0,-2.6944851673768095,0.0,1.0,0.0,40,0.0,1.0,0.0,0.0,0.0,0.0,179.0,-2.661907951004952,0.0,1.0,0.0,68,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0
WiFi,0.2857142857142857,1.0,0.2857142857142857,0.7142857142857143,4.285714285714286,0,0.0,1,0,0,32,0,1,1,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,0.0,1.0,1.0,0.0,0.0,0.0,149,-2.562947778953274,0,1,0,58,1,1,0,0,0,0,65,-2.1357541246995235,0,1,0,30,0,0,0,0,0,0
WiFi,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.2857142857142857,2.4285714285714284,65,-2.178137009348193,0,1,0,30,0,0,0,0,0,0,65,-2.1357541246995235,0,1,0,30,0,0,0,0,0,0,65,-2.178137009348193,0,1,0,30,0,0,0,0,0,0,149.0,-2.562947778953274,0.0,1.0,0.0,58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,32,0,1,0,0,0,0,149,-2.562947778953274,0,1,0,58,1,1,0,0,0,0
WiFi,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.42857142857142855,4.114285714285714,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0,131,-2.889115327150002,0,1,0,52,0,1,0,0,0,0,131.0,-2.8879616035504765,0.0,1.0,0.0,52,0.0,1.0,0.0,0.0,0.0,0.0,524.0,-3.152337514908482,0.0,1.0,0.0,183,1.0,0.0,0.0,0.0,0.0,0.0,692,-3.162597189298032,0,1,0,239,1,0,0,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0
WiFi,0.2857142857142857,1.0,0.2857142857142857,0.7142857142857143,4.285714285714286,0,0.0,1,0,0,32,0,1,1,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,0,40,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,32,0,1,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0
WiFi,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.2857142857142857,3.857142857142857,122,-2.868041533742192,0,1,0,49,0,1,0,0,0,0,122,-2.8483356464442124,0,1,0,49,0,1,0,0,0,0,122,-2.8099102452757596,0,1,0,49,0,1,0,0,0,0,539.0,-3.028391823630485,0.0,1.0,0.0,188,1.0,0.0,0.0,0.0,0.0,0.0,416.0,-2.9861429908593586,0.0,1.0,0.0,147,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,32,0,1,1,0,0,0,0,0.0,1,0,1,32,0,1,0,0,0,0
WiFi,0.2857142857142857,0.8571428571428571,0.42857142857142855,0.42857142857142855,3.904761904761904,272,-2.9745259125515187,0,1,0,99,1,0,0,0,0,0,0,0.0,1,0,0,32,0,1,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,32,0,1,0,0,0,0,149,-2.5659181866339864,0,1,0,58,1,1,0,0,0,0
WiFi,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.42857142857142855,4.114285714285714,65,-2.116598547809731,0,1,0,30,0,0,0,0,0,0,65,-2.1399927561008574,0,1,0,30,0,0,0,0,0,0,0,0.0,1,0,0,32,0,1,1,0,0,0,65.0,-2.116598547809731,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,65.0,-2.1399927561008574,0.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,32,0,1,1,0,0,0,149,-2.5659181866339864,0,1,0,58,1,1,0,0,0,0
